text,label,source,collected_at
"Hey!

Super excited for this module, unfortunately I didn't manage to catch it during the Kickstarter period but I did place a late pledge.

On the kickstarter it stated that there was an immediate pdf fulfillment and I was wondering how that carried over to late pledges and when I should expect to get the pdf copy there.

Thanks so much for your time and effort.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi Anker-Team,
when will I get my EverFrost 40L here in Germany? I’m Backer #156 and did receive the battery already two weeks ago. Since then no trace of the box itself, not even a shipping g notification or tracking number. Can you share any details?

Thanks,
Kind Regards, Daniel Buhmann",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Bibah

I recently came across your project and I noticed that you haven't yet reached your target, I've bee in a similar situation before, but a campaign specialist helped me out with some tips witch really helpful and I was able to achieved my goal before my campaign end date , if it's okay with you, I can recommend him to you 

Thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello if you don't mind can we have a better discussion about how you campaign get more backers we,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey Mr. Joel. My name is Joel too.

Very innovative RPG system. Elegant in it's simplicity.

Do you have pre-written campaigns for the cat-herder? Can you describe the resources they have to help them come up with the setting/plot?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi! I am trying to remember, have you already collected addresses? If so, how do I change mine? Thanks!",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings! 👋👋 
I hope you're doing well. I'm thrilled to be following your incredible and fantastic campaign! I do have a few inquiries about it. Would it be alright for me to inquire?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day, I just came across your campaign.
What reward do I get if I pledge 250$",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey Cory,

I know you must be super busy but I haven’t seen an email about the ebook from my order. I’ve got the audiobook already.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Alva,
My name is Emily. I love your campaign, and I think it's great! I know it's difficult to find backers, because I've been in a similar situation before. When I started my own campaign, I didn't get any backers. It was really tough. But then I met an amazing influencer who helped me out and I reach my goals .I will like to recommend to you if you don't mind?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, I came across your campaign just now and I have carefully gone through it and I can see the fact that you need as many backers as possible in order for you to have a successful campaign I can help you on that if you are interested let me know.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, Buddy.

I'm interested in backing your campaign but would like more details before pledging. Can you provide additional information on goals and fund utilization?

Thanks,",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Chris, How are you doing? Am Peter by name and am a professional digital marketer working as a freelance, I came across your campaign and I love it. I will love to ask what type of Marketing promotional method have you implement to your campaign?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, there 
I really like the aspect of your campaign and I we love to pledge on your campaign..

If I may ask can you recommend the pledge for me???",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day
Can't you try other way of getting fund than Kickstarter without require promotion or returning the money back?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Where can I go to late pledge?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Is there any way i can be of help in this campaign?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day,
After reading over your idea, I can understand how crucial it's to have more actual, engaged backers in order to make sure your Campaign is Successful.
I can assist you in getting actual, engaged backers who will help your Campaign Succeed.

Tell me if you're interested",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey Pat, I've backed several of you projects centering around Smoke Weed See the Future.
Is the enamel pin 'Sells Weed, Sees the Future' available? I know it was an option with the 1st SWSF and I regret that I didn't chose it. I also just saw that it was available with your enamel pin baristas kickstarter but I missed that one. Any other way to still get one?
Thanks, James Amos
jamos_@bellsouth.net",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Mr Alec Guarino,",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi
I am really interested in your campaign and I would love to work with you. If I may ask do you have another phase after this campaign?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello，Sarah
I saw the pins ​you created, your design is very special and how cute it is！We are a nice pin factory with more than 10 years of experience from China. Our pins factory offers a lot of special effects，fast production and excellent quality are our advantages,the cheaper prices also.There is no minimum order quantity for the first cooperation. This is the website of our factory https://amazpins.com/.
Please reply to me if you have any plans for custom pin.Have a nice day!
Linda
Ins：Lindamanufacture
email：Lindamanufacture@gmail.com",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
How are you doing there? I came across your Kickstarter campaign that you are running for a fast donation and I will really love to support the campaign but I have a few questions regarding to your campaign kindly get back to me here",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Rigby

 I noticed that you're running a campaign and I wanted to offer some advice. I was in a similar situation and a campaign specialist helped me a lot, and I was able to reach my goal before the campaign ended. If you're interested, I can put you in touch with him.

Thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello Pierre.,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there!

I hope you're well. After a thorough examination of your Kickstarter campaign, I must admit I'm genuinely impressed. I am keen on aiding you in promoting the campaign and securing its success by connecting you with sincere and engaged backers who will generously support your cause.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
How many players plus GM are supported in one go for chat and character usage?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
How are you doing? 
I came across your campaign and I'm passionate about your fundraising goals and I would love to help you achieve them faster. As a fundraising expert, I have experience developing successful campaign and would be happy to share some recommendations with you l. I don't know if you open to hear my suggestion? 
Kindly contact me back thanks you.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I never redeemed my POD code for Orbital Debris, and now it appears it no longer works. Could you send me new POD codes? Thanks.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, we are INNOVATIVE TEAMS we came across your campaign just now and I have carefully gone through it and we see we can make it get fast donations and attract more backers through our strategy let's discuss more in order for you to have a successful campaign thanks.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Fofex,
 How are you doing today 

I was trying giving my buyers update when your campaign pop up and I decided to check it out, I can see that your campaign is a prelaunch campaign which is very interesting don't you think by share it all over the world will make it go viral even before launch it people would have prepare that so so campaign is on the way which is will give it high chance of getting donors after launch it.......let me know if you would like us to discuss further about it thanks.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello! I'm not sure if I filled up the survey already as I don't have any notification to complete the survey, could you help me check? Thank you",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey there, may I know if my unit has been shipped out yet? If not, when would it be?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, I am a promoter agent and I have reviewed your campaign, I have some backers that are interested in backing your campaign. Would you be interested.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Dear Justin Zastrow,
This is Fish Li from LongPack Games. I believe LongPack Games may be a good fit for manufacturing your game project Portal of Possibilities, Gaming Playmat!
You may have already worked with other manufacturers; however, the accepted best practice in publishing tabletop games is to get a quotation from at least three manufacturers for production, even just to verify your existing information and choose the most suitable one. There is no such thing as too much information for your success as a publisher =)
You can look at some of the projects we have successfully completed.
https://www.boardgamegeek.com/boardgamefamily/59705/misc-longpack-games We have already mass-produced game products for companies such as Asmodee Group, Exploding Kittens, Lucky Duck Games, CMON, Skybound Games, Forbidden Games and many more.
If you are interested in receiving a quote from us in the future, please don't hesitate to reply to this email and we would be happy to assist you in the production process of your game. I look forward to hearing from you soon. You can catch me here or via my email: fish.li@longpack.com
Thank you!",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there Mr CrazyWonton
hope my message meet your well ?
how is your day,friends and family please I will like to know more about your campaign ?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, we hope you're doing well. I'm [lucky pro], a fortunate representative from TOP-FUNDING PRO TEAM LIMITED. After exploring your project at:
 [Andrew Flynn: New Music 2024].
I'm truly impressed by its remarkable nature. With the assistance of a Kickstarter Agent representative, I am confident that we can amplify the reach and influence of your project. Would you be open to further discussing this and uncovering new opportunities for collaboration?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Do you need someone that can help you get the exposure you need in a short period of time ? If, yes

I can definitely deliver, I have reviews from a third party site to prove it.

Here is a few more little stats that will help you make your decision. please just visit http://mkashleyjone.com",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi,
I'm Interested in backingyour project, but my credit card isn't working.  Let's talk and figure it out. I have some info to share too.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hello
what is your customer/ business contact email address

thanks",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Jackie,
I am Ellish Morgan, I'm an entrepreneur I just bumped into your campaign why exploring the kickstarter website to look out for a campaign to back, seeing your campaign and I fell in love with the content, in fact I wish the campaign gets enough of backers so it can be a successful one.
 But I fell a little bit disappointed when I saw the numbers of backers that the campaign has. Can you tell me the reason why the campaign is not getting the funds it needs or do you need to work on the prototype of the campaign? 
I wish the campaign gets funded on time but I will also had my donations as soon as possible, just let me know how you fell about this.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
I saw your project and the amount you have just achieved and the days left why don't you let me refer you to someone who has helped me before so that he can also help you reach your goals within the few days left.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there

I can see that you need help on your campaign and you will like to have a better exposure on your campaign so backers can start investing in your project.

why not meet a professional who can put a smile on your face at the end of this campaign. Are you interested Soni can share you more details?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hope you're well, I'm from NewBacker.


We recently raised $50,000+ for the Reviiv Knee+ (Creator Testimonial), as well as $12,592 for the Gale VS, $25,252 for YesWelder and $29,782 for The Peaks. The links are screenshots of their dashboards.

We saw your project and believe it has great potential, so we'd like to invite you to a Dedicated Feature on our newsletter of 400K+ Subscribers. 


Here you can find our top 20 boosted projects - with $10k+ raised each.

The cost is a setup fee and a commission on the amount we raise:
US 349 + 35%  |  $599 + 25%  |  $995 + 15%


If we don’t make you the amount you paid, we’ll refund the difference.
 Interested? Email me which plan you'd like.
Karl@NewBacker.com

Our Website
Newbacker.com",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I added $29 for painting the Day 1 Silver Dragon, but if I add the paint job in the Pledge Manager it doesn't allow me to remove my $29 bonus support that I was advised to enter for the paint. How should I proceed? Thank you -",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Joy Rogers
What if I pledge for $3000 what will be my rewards and will i be able to get my optimal pledge?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Dear [Each1Teach1 Tech],

I hope this message finds you well. My name is [Yuscrown], and I am writing to express my genuine enthusiasm for your incredible Kickstarter campaign, [Each1Teach1 Tech]. I have been following your project closely and must commend you on the innovative and impactful idea you've brought to life.

As someone deeply passionate about supporting meaningful initiatives, I would be honored to assist you in promoting your campaign and reaching out to potential donors. I believe in the power of collaboration, and together, we can extend the reach of your campaign and attract a broader audience, thereby increasing the chances of reaching your funding goals.

I possess considerable experience in [mention relevant skills, such as social media marketing, content creation, community engagement, etc.], which can be valuable assets in generating awareness for your campaign. Rest assured that I am committed to dedicating my time and efforts to this collaboration.

Let's work closely to create an effective promotion strategy, tailor-made for your campaign's objectives and target audience. I am open to brainstorming ideas, crafting compelling content, and engaging with your supporters through various platforms to ignite excitement and encourage donations.

Please let me know how we can proceed with this partnership. I look forward to discussing the details and exploring ways to maximize the impact of your Kickstarter campaign. If you have any specific preferences or requirements, feel free to share them, and I'll be more than happy to accommodate them.

Thank you for considering this proposal, and I'm eager to contribute to the success of your meaningful project.

Looking forward to your response.

Best regards,
[Yuscrown]",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello! it is my pleasure to have you here.,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
I need to change my shipping address. Please help.,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Are you guys not offering a digital option for the GBA version of The Meating? I already pledged for the digital NES version, but I really don't want a physical version of the GBA since I don't have a device to use.
Eric",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I have friends that are interested in your campaign and they want to donate $35,000 in total my question is that if they donate the $35,000 you will pay me $300


are you cool with that",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,How are you doing? As a marketing specialist, I was truly impressed by your Kickstarter campaign. Let's discuss how I can help make it even more successful. Cheers, [NELSON]",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
How does the device prevent cats from killing the birds that this device lures?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, I am rose and I went through your campaign and I found out that your campaign hasn't reached its fundraising goal. well.. I will advise you to keep up with the good work. and i am also here to help you, I know someone who will surely help you with your campaign and the person has already helped me with my campaign and she is very fast and reliable

kindly message me for more communication on this
I will be looking forward to seeing your response",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello 
I recently checked your campaign and I see you need more backers to back this project in order to make it successful.

I can guide you through the process on how you will get active backers for your campaign.

if you are interest.
Looking forward to your response",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there, I recently checked your campaign and I can see you just launch the campaign and you need more backers to funds your campaign.
I will guide you through how you will get backers up to 5,000 and $3,000 is guarantee if you are ready to accept the offer to get started.

Looking forward to hearing from you
Thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
I've taken a look at your campaign and noticed that you haven't achieved your campaign goals.But with the costume marketing plan it could assist you in reaching your campaign targets. Would you be interested in having a better discussion?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I want to ask you personally that India import duty is 2-4x of the product price. We cant afford that Import Duty. Can you tell me what options we have from your side so that we pay too less import duty. Like one person tell on your page that you can lower the product bill value like $40-$80 .and you can send the item to India as a gift to your friend.

How this will work, If you assure me that you can do these things so that INDIAN will pay too less Import duty then I have requirement of around 2-4 quantity and my friends need it too.

Please reply me ASAP.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,

I hope you're doing well. I came across your campaign, and I really love it! I have a few questions about your Kickstarter campaign that I'd like to ask. Can we discuss it further?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,
Am an experienced marketer specialized in kickstarter project.i can help you achieve funding.Let's discuss",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi Tavarius, how are you doing? Trust you're doing great. You have a nice campaign and am interested in it.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, I just saw this and see it ended :(
Do you take late backers?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Greetings! I'd like to introduce myself and say hello. I'm interested in supporting your campaign and offering some suggestions on how to attract more backers. Are you open to working together?,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey Twin Drums!

I've been waiting for access to the game since I backed it, but I can't find anything in my inbox about it. Now in the latest newsletter it said ""additional to your backer access"". What access?

Should I've received something?

How can I get access to the game as a early backer?

Thank you.

Marcel Bankmann",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Warm greetings to you! I sincerely hope this message finds you in the best of health and spirits. As I came across your captivating campaign, I was immensely intrigued by the innovative ideas and remarkable efforts put forth by your team. Yet, I couldn't help but wonder if you've explored the full potential of your project by reaching out to a wider audience. Have you considered tapping into more backers to support your vision? With your brilliant initiative and our strategic approach, we can certainly take your project to the next level. I will be very excited to hear back from you soon!",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,
I came across your Kickstarter project. I can not only imagine the challenges you're facing right now not getting more backers to fund your campaign
I have experience in crowdfunding and help in raising fund. Your campaign is already making a difference, and your passion shines through.
If you're open to it, I'd love to offer my support and guidance to help you make your campaign even more effective. Whether it's refining your campaign description, strategizing on outreach, or sharing success stories from similar campaigns, I'm here to assist in any way I can.
Please feel free to reach out if you have any questions or if you'd like to chat about your campaign goals. Remember, you're not alone in this journey, and there's a community here to support you.
Wishing you the best of luck in your campaign and your success journey.
Warm regards",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
How do I access this devotional?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,
No, this is not just another message! Why? Because we take our work seriously, and besides, our company is the only one that offers REAL EVIDENCE of advertising by providing you with reports directly from Facebook, Twitter, and Instagram, along with the Press Release distribution report.

Our plans offer TARGETED ADS Social Media Advertising (COST INCLUDED):
Mainly consisting of promoting your project to millions of targeted users within your niche on the top social media platforms such as Facebook, Instagram, and Twitter. We accomplish this through paid advertisements by creating targeted ad campaigns, which are managed by our Social Media specialists. Although we will set up the target audience to achieve the best performance, after ordering our services, you will have the option to customize your target audience if you prefer.

Press Release article and Distribution:
Two out of three of our packages offer Press Release services that consist of attracting media exposure and generating traffic. Our experienced press release writers will craft a professional and SEO-friendly (keyword-optimized) article, which can include up to five links. Upon your approval, the article will be syndicated to 300+ media sites and outlets. Full reports with live links will be provided upon completion for your reference.

Your own dashboard:
To track the performance of your promotion, you will be given access to the order's Dashboard, where you can track views, clicks, see reports, and much more.

Marketing Directory:
By ordering any of our plans (We do not charge for using this tool), you will also have access to our All-In-One Marketing Directory, which is a DIY tool to help you find Marketing Influencers, Journalists, Bloggers, Backers/Top Backers, Top YouTubers, and Social Communities for your project.

To choose the most convenient package for you and to find additional information about our services and fees, please visit our website:

https://t2m.io/5Gq8tPwR

Kind regards",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello James shield 
How are you doing over there?
I am Anikky and I have an important question to ask you about the donations and the project 
If available kindly respond to my message sir
I am always active here so I shall await your response
And stay safe 🥰",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey There,
You had a very lucrative idea 💡 to live just as I have read through your Kickstarter project fundraising campaign. But you are yet to reach your Kickstarter crowdfunding campaign goal and it's quite heartbreaking.

I noticed this is your first Kickstarter project fundraising, and I understand you would have made some research but nevertheless, you will also need to promote your Kickstarter project in order to get supportive backers to support and donate to your Kickstarter campaign.

I am available to help you send out campaign and promote your Kickstarter project to lists of donors willing to help, of which 90% backers are guaranteed to yield. This is very lucrative and definitely, people will be willing to donate. let's connect, discuss on how we can make this a success.

Thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good Day there,

I'm very pleased to have come onto your campaign and am truly enthusiastic about the possibility of making a big impact on its success. Are you interested for an amazing  working together?

With joy.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there
if you don't mind to discuss on your campaign on how it will get more backers as fast as possible if you are connected kindly reply me",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Edward,
My daughter loves your remarkable Kickstarter project! Can kids participate? I'm eager to support, especially for her.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there. I have not yet been able to make payment for this project. I really do want to but money is stupid tight right now.
Is it possible for me to make payment in a couple of weeks?
Thanks!
dwayne",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there,

Hats off to you for your exceptional Kickstarter campaign! Your innovative idea, engaging content, and thoughtful rewards have captured my attention and support. Wishing you continued success.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello if you don't mind can we have a better discussion about how your campaign will get more backer's,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Would this be able to cut through the plastic of a hobby model kit?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello I'm Marcus,

I'm truly impressed by your project and would love to contribute to its success by boosting backers engagement. 

As an experienced and skilled freelancer, I offer tailored marketing strategies and many more services. 

Let's work together to bring more backers to your campaign. 

Reply if interested.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Who do I need to send my updated email address to receive my BackerKit survey since I used a secure Apple ID email,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there,How are You doing?you possess a promising idea for your Kickstarter project, but achieving the crowdfunding goal remains elusive. As a seasoned Kickstarter promoter, I offer my assistance in reaching potential backers. With a proven track record, I guarantee a 90% success rate. Let's connect and strategize for the success your project deserves. Thank you.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"and email marketing promotion cost $200 


this is Thomas that we talk about your Kickstarter campaign Promotion",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello

Upon reviewing your campaign, I have noticed the need for additional backers to support your project and ensure its success. I am here to offer guidance on acquiring engaged backers for your campaign. If you are interested, I can walk you through the process.

I eagerly await your response and look forward to assisting you further.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hi there! I trust this message finds you well. I've come across your campaign and it's evident that you've done an excellent job so far. I'd like to engage in a more detailed discussion on how we can further ensure the success of your campaign. Looking forward to your thoughts.​,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Are the limited series (carbon & titanium) individually numbered.?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello how are you doing today we have some backers in our Excel file that are fully interested in supporting your campaign and they are up to 300 but it comes with a cost after we have prove it to you. and if you want us to converse better via WhatsApp you can send me your WhatsApp number. 

Would you be interested in working with us and make your campaign goal achievable?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings Erik & Heidi,

I received my Till Death Do Us Part modules today and they look great. I also received the expansions. However, I surprised that the dice were not included. Are they by chance being shipped separately? (I backed at the Kingdom Curator level.)

Have a great evening,

GrandDaddy",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Dear, Burning House Films

I go through your campaign project it's really amazing and worth donating for.

Can we discuss?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there Katie,

I/We are so glad to have been able to support your author journey.

I work for a local government library in Australia and bought your books because we think the kids will love them as much as we do.

Would it be possible for you to provide a tax invoice as unfortunately, I didn't realise it at the time that Kickstarter doesn't provide this.

It doesn't have to be super complicated - just something official looking with the breakdown and an invoice number.

Thanks in advance and congratulations!

Cheryl",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
I can see that you have not yet to reach your campaign goals and I was a campaign creator like you friend which I have reach my campaign goal recently by introduce someone to me and I discussed with him friend and I achieved my goal more than I expected if you don't mind I can share you his contact.... Are you interested??,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Diabetes Right..
I just donated to your campaign seeing how creative your Idea was and I will really say it was fantabulus and superb which gave me a reason to back your project , I know creating something new is not an easy task it's full of up and down but I will love to contribute to this project until it reach it goals , if you don't mind I will like to connect you to someone that can guide you on how to make this campaign reach it's goals.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,

I noticed your kickstarter campaign and it's a great concept. However, it seems like you're struggling to secure backers. I have some ideas to help accelerate your progress. Would you like to discuss how we can work together to achieve your goals faster?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi Jed and Sophia,

Happy new year to you.

Can I please check on my order to Melbourne Australia? I received an email with tracking reference (parcel: 1550 2080 125 735) from Spiral Galaxy which shows the parcel was delivered on 19 Dec 2023, but to date I have not actually received the parcel or any note to pick it up from a pick up point. 

It would be great if you could please help look into this.

Thanks
Alan",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,

I recently noticed an issue with my NexTool Gemini 13-in-1 Electric Multitool. Unfortunately, it no longer turns on, despite having been rarely used. I believe this might be covered under the warranty. Could you please advise on how I can get this fixed? Thanks for your assistance!

Best regards,
Bill",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Castix LLC
 I recently came across your project and noticed that you haven't yet reached your target. I've been in a similar scenario before, but  an influencer helped me out; if it's okay  with you, I can recommend him to you. 
With gratitude",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Jordan,

I came across your campaign but I realize you are having low backers to reach your goals

https://www.instagram.com/festijaydc1?igsh=MXZtbzBkZHB4bTZkZA==

Kindly message me now so we can discuss about reaching your campaign goals",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, Caspian -- congratulations on the success of the Kickstarter! Per your latest post, I haven't received my copies of APWOT Issues 1 and 2 yet. I wasn't expecting to receive them too soon after you announced they'd been sent out since I live in Toronto, Canada, but any tracking info or other updates you can provide would be greatly appreciated. Thank you and best of luck with getting Issue 3 out the door!",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Is this boardgame in French ?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, 
I am contributor number 262, 
I would like to know if you have already sent the commitments? 
I received an SMS from DHL regarding customs charges. 
It was to find out if it was you or a scam. 
Thank you for your reply.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello!.

I came across your campaign ,it looks awesome and amazing but why's it having low backers,I wish to be of help of your campaign success so let me know we'd have a discussion on it.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there, can we talk more about your campaign?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day,

We are impressed by your Kickstarter campaign and believe that we can provide valuable strategies to enhance it. Our expertise includes acquiring a list of influential backers. Would you be interested in discussing this further?

Best regards,",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, unfortunately life got in the way and completely forgot and was unable to order and collect a miniature as part of my pledge. Is it still to late to do this?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
I can see you are struggling to get backer's just like I did few weeks ago.someone help me to reach my goals when I struggling to get backer's I my goals when I was struggling to to get backer's I will like to recommend to you if you don't mind",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, am I able to purchase the first volume and the prints even thought the project is fully funded? Thanks.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
