text,label,source,collected_at,predicted_label,confidence,needs_review,final_label,corrected_label
this flick is about as cool and crowd-pleasing as a documentary can get .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9915,False,positive,
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8707,False,negative,
manages to please its intended audience -- children -- without placing their parents in a coma-like state .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9946,False,positive,
"if we don't demand a standard of quality for the art that we choose , we deserve the trash that we get .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9843,False,negative,
millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7983,False,negative,
brave and sweetly rendered love story .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9934,False,positive,
"there's very little sense to what's going on here , but the makers serve up the cliches with considerable dash .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9675,False,negative,
"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7529,False,negative,
"writer-director's mehta's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9958,False,positive,
"as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9379,False,positive,
"a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9844,False,negative,
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker's motherland .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9872,False,positive,
a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9891,False,positive,
"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do . besides , real movie producers aren't this nice .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8449,False,negative,
"a laughable -- or rather , unlaughable -- excuse for a film .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9962,False,negative,
feels like a cold old man going through the motions .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9909,False,negative,
"a gorgeous , witty , seductive movie .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9939,False,positive,
"a moving , if uneven , success .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9966,False,positive,
works on the whodunit level as its larger themes get lost in the murk of its own making,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.877,False,negative,
"moretti plays giovanni , a psychiatrist who predictably finds it difficult to sustain interest in his profession after the family tragedy . too predictably , in fact .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9908,False,negative,
it's a sometimes interesting remake that doesn't compare to the brilliant original .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8878,False,negative,
"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9243,False,positive,
"for a debut film , skin of man , heart of beast feels unusually assured .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9734,False,positive,
how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9872,False,negative,
"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.888,False,negative,
it's a fun adventure movie for kids ( of all ages ) that like adventure .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9809,False,positive,
os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9932,False,negative,
the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9257,False,positive,
"often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.965,False,positive,
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9769,False,negative,
"pumpkin struts about with "" courage "" pinned to its huckster lapel while a yellow streak a mile wide decorates its back .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9552,False,positive,
"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9916,False,negative,
a fanciful drama about napoleon's last years and his surprising discovery of love and humility .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7328,False,positive,
"feels shrill , simple and soapy .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9954,False,negative,
"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9974,False,negative,
"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9903,False,positive,
those who want to be jolted out of their gourd should drop everything and run to ichi .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8657,False,negative,
"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9709,False,negative,
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fant",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9787,False,negative,
like other great documentaries . . . this goes after one truth ( the ford administration's complicity in tearing 'orphans' from their mothers ) and stumbles upon others even more compelling .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8904,False,positive,
". . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8223,False,negative,
"'a fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9944,False,positive,
"lástima por schwarzenegger , pero es hora de que deje la estafeta a las nuevas generaciones .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9916,False,negative,
"boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9243,False,negative,
the subject of swinging still seems ripe for a documentary -- just not this one .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9811,False,negative,
its director's most substantial feature for some time .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9836,False,positive,
"less dizzying than just dizzy , the jaunt is practically over before it begins .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9048,False,negative,
a riveting story well told .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9938,False,positive,
an eccentric little comic/thriller deeply in love with its own quirky personality .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9632,False,positive,
"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9907,False,negative,
"it's not a film to be taken literally on any level , but its focus always appears questionable .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9615,False,negative,
"as a director , eastwood is off his game -- there's no real sense of suspense , and none of the plot 'surprises' are really surprising .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9968,False,negative,
it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.759,False,positive,
"unexpected , and often contradictory , truths emerge .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8487,False,negative,
"unfortunately , kapur modernizes a . e . w . mason's story to suit the sensibilities of a young american , a decision that plucks "" the four feathers "" bare .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9901,False,negative,
"i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8295,False,positive,
fans of behan's work and of irish movies in general will be rewarded by borstal boy .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9865,False,positive,
"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9907,False,negative,
the dangerous lives of altar boys' take on adolescence feels painfully true .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8754,False,negative,
it's virtually impossible to like any of these despicable characters .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9962,False,negative,
howard conjures the past via surrealist flourishes so overwrought you'd swear he just stepped out of a buñuel retrospective .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7154,False,negative,
"while obviously an extremely personal work , it remains inextricably stuck in an emotionally unavailable rut .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9942,False,negative,
"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.952,False,negative,
"as a vehicle to savour binoche's skill , the film is well worthwhile .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9955,False,positive,
"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9289,False,negative,
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.99,False,negative,
what's next ? the porky's revenge : ultimate edition ?,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8206,False,negative,
"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9872,False,negative,
"it's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9136,False,negative,
zigzag might have been richer and more observant if it were less densely plotted .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8339,False,negative,
everyone should be able to appreciate the wonderful cinematography and naturalistic acting .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9896,False,positive,
it's a fanboy 'what if ? ' brought to life on the big screen .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8145,False,positive,
"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8621,False,negative,
"a directorial tour de force by bernard rose , ivans xtc . is one of this year's very best pictures .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.993,False,positive,
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.994,False,negative,
"[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.919,False,negative,
the director has injected self-consciousness into the proceedings at every turn . the results are far more alienating than involving .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9953,False,negative,
"cold , sterile and lacking any color or warmth .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9975,False,negative,
the episodic film makes valid points about the depersonalization of modern life . but the characters tend to be cliches whose lives are never fully explored .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7676,False,negative,
"both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9624,False,negative,
"mark wahlberg . . . may look classy in a '60s-homage pokepie hat , but as a character he's dry , dry , dry .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9947,False,negative,
it's not difficult to spot the culprit early-on in this predictable thriller .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8914,False,negative,
"if we're to slap protagonist genevieve leplouff because she's french , do we have that same option to slap her creators because they're clueless and inept ?",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9516,False,negative,
screenwriters scott abbott and michael petroni have turned rice's complex akasha into a cartoon monster .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9026,False,negative,
it drowns in sap .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9956,False,negative,
"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9054,False,positive,
"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9843,False,positive,
"an extremely funny , ultimately heartbreaking look at life in contemporary china .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7249,False,negative,
"enough trivializes an important crisis , reduces it to an almost comic embarrassment .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9774,False,negative,
"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9892,False,negative,
"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8544,False,positive,
less-than-compelling documentary of a yiddish theater clan .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9978,False,negative,
"i'm all for the mentally challenged getting their fair shot in the movie business , but surely it doesn't have to be as a collection of keening and self-mutilating sideshow geeks .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.934,False,negative,
"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9963,False,positive,
"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8753,False,negative,
"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9556,False,negative,
but even with the two-wrongs-make-a-right chemistry between jolie and burns . . . this otherwise appealing picture loses its soul to screenwriting for dummies conformity .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9918,False,negative,
i don't think i've been as entranced and appalled by an asian film since shinya tsukamoto's iron man .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8062,False,negative,
"having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9554,False,positive,
it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9353,False,positive,
"if you can get past the taboo subject matter , it will be well worth your time .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8656,False,positive,
"beautifully shot , delicately scored and powered by a set of heartfelt performances , it's a lyrical endeavour .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.996,False,positive,
a winning piece of work filled with love for the movies of the 1960s .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9984,False,positive,
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7151,False,positive,
mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9858,False,negative,
"sweet home alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8666,False,positive,
"a dull , dumb and derivative horror film .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9972,False,negative,
a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9935,False,positive,
"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9809,False,negative,
"' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9273,False,positive,
"too leisurely paced and visually drab for its own good , it succeeds in being only sporadically amusing .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9897,False,negative,
"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9953,False,negative,
succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9256,False,positive,
bullock does a good job here of working against her natural likability .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9829,False,negative,
"we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9046,False,positive,
"unless you're a fanatic , the best advice is : 'scooby' don't .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9791,False,negative,
"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7225,False,negative,
even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9824,False,negative,
"a strong first quarter , slightly less so second quarter , and average second half .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7586,False,positive,
"a sterling film - a cross between boys don't cry , deliverance , and ode to billy joe - lies somewhere in the story of matthew shepard , but that film is yet to be made .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.891,False,positive,
"britney's performance cannot be faulted . lucy's a dull girl , that's all .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9003,False,positive,
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9607,False,negative,
. . . surprisingly inert for a movie in which the main character travels back and forth between epochs .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9458,False,negative,
almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called 'the gift of tears . ',positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9716,False,positive,
'interesante y disfrutable trabajo gracias a que prescinde del clásico elemento estadounidense patriotero y manipulador . ',positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9978,False,positive,
"not only does spider-man deliver , but i suspect it might deliver again and again .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9927,False,positive,
"a loud , low-budget and tired formula film that arrives cloaked in the euphemism 'urban drama . '",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9925,False,negative,
schneider's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story's continuity and progression .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.993,False,negative,
it's good to see michael caine whipping out the dirty words and punching people in the stomach again .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9929,False,positive,
"sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8217,False,negative,
energetic and boldly provocative .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9911,False,positive,
"if you've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9915,False,negative,
"some of seagal's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9091,False,negative,
"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.934,False,negative,
the entire movie is so formulaic and forgettable that it's hardly over before it begins to fade from memory .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9844,False,negative,
"gee , a second assassin shot kennedy ? moot point .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9837,False,negative,
it's an experience in understanding a unique culture that is presented with universal appeal .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9961,False,positive,
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9636,False,positive,
"a frantic search for laughs , with a hit-to-miss ratio that doesn't exactly favour the audience .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9907,False,negative,
promises is one film that's truly deserving of its oscar nomination .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9963,False,positive,
"the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9877,False,positive,
"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.958,False,negative,
"whenever its story isn't bogged down by idiocy involving the cia and a lost u . s . satellite , hunter -- starring irwin and his american wife/colleague , terri -- is a movie children should enjoy .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8471,False,positive,
what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9965,False,negative,
handsome and sophisticated approach to the workplace romantic comedy .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9912,False,positive,
"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.91,False,positive,
ranks among willams' best screen work .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.982,False,positive,
"singer/composer bryan adams contributes a slew of songs  a few potential hits , a few more simply intrusive to the story  but the whole package certainly captures the intended , er , spirit of the piece .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8684,False,positive,
kapur's contradictory feelings about his material result in a movie that works against itself .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9892,False,negative,
"charming , if overly complicated . . .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9545,False,positive,
will amuse and provoke adventurous adults in specialty venues .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9938,False,positive,
"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good . ' and it is .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9979,False,positive,
it's exactly what you'd expect .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.805,False,positive,
it's an awfully derivative story .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9822,False,negative,
has the capability of effecting change and inspiring hope .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.997,False,positive,
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9713,False,negative,
starts out ballsy and stylish but fails to keep it up and settles into clichés .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9299,False,negative,
"this is a raw and disturbing tale that took five years to make , and the trio's absorbing narrative is a heart-wrenching showcase indeed .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.727,False,negative,
a wild ride juiced with enough energy and excitement for at least three films .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9828,False,positive,
